,text_final
1364,"['create', 'video', 'show', 'microservice', 'receive', 'request', 'respond', 'data', 'must', 'follow', 'instruction', 'send', 'receive', 'data', 'work', 'team', 'member', 'diagnose', 'fix', 'network', 'connectivity', 'issue', 'yes', 'integrate', 'teammate', 'software', 'next', 'sprint']"
1365,"['gather', 'information', 'use', 'estimate', 'user', 'physical', 'fitness', 'level', 'design', 'define', 'set', 'level', 'would', 'say', 'probably', 'least', 'level']"
1366,"['ground', 'rule', 'specific', 'seem', 'well', 'think', 'realistic']"
1367,"['high', 'fidelity', 'use', 'figma']"
1368,"['download', 'complete', 'submit', 'assignment', 'template']"
1369,"['write', 'post', 'answer', 'question', 'use', 'microservices']"
1370,"['get', 'list', 'image', 'file', 'directory', 'python']"
1371,"['already', 'team', 'one', 'person', 'team', 'need', 'submit', 'registration', 'form']"
1372,"['explain', 'others', 'receive', 'data', 'microservice', 'grader', 'feel', 'provide', 'enough', 'detail']"
1373,"['website', 'url']"
1374,"['work', 'together', 'divide', 'conquer']"
1375,"['sprint', 'feedback', 'request']"
1376,"['see', 'pp']"
1377,"['data', 'source', 'assumption', 'want', 'use', 'mainstreamers']"
1378,"['observation', 'interview', 'detailed', 'enough', 'picture', 'interview', 'observation']"
1379,"['individually', 'give', 'honest', 'assessment', 'much', 'task', 'use', 'quiz', 'individual', 'part', 'project', 'phase', 'quiz']"
1380,"['sprint', 'demo', 'video']"
1381,"['b', 'sketch', 'beginning', 'prototype', 'outlined', 'screen', 'transition', 'diagram', 'show', 'develop', 'suit', 'use', 'case']"
1382,"['software', 'engineering', 'cs']"
1383,"['occasionally', 'might', 'behave', 'bit', 'like', 'abi', 'process', 'orient', 'learning', 'style', 'two', 'facet', 'value']"
1384,"['write', 'free', 'form', 'comment', 'assess', 'student']"
1385,"['describe', 'task', 'use', 'project', 'system', 'would', 'ask', 'user', 'perform', 'shadowing']"
1386,"['user', 'accept', 'swap', 'get', 'address', 'ship', 'book', 'way', 'search', 'available', 'book', 'request', 'category', 'example', 'would', 'scifi', 'adventure', 'whatever', 'want', 'make', 'category', 'total', 'book', 'request', 'user', 'available', 'account', 'able', 'see', 'somewhere', 'total', 'book', 'give', 'user', 'available', 'account', 'way', 'mark', 'book', 'never', 'receive', 'set', 'amount', 'day', 'also', 'way', 'note', 'book', 'receive', 'poor', 'condition', 'point', 'give', 'back', 'like', 'tell', 'book', 'excellent', 'condition', 'receive', 'half', 'page', 'miss', 'would', 'case', 'could', 'use', 'feature']"
1387,"['modify', 'description', 'criterion']"
1388,"['comment', 'least', 'two', 'people', 'project']"
1389,"['answer', 'question', 'list', 'item', 'presentation', 'deadline', 'may', 'finish']"
1390,"['team', 'create', 'demo', 'video', 'grader', 'could', 'access', 'show', 'almost', 'acceptance', 'criterion', 'satisfy']"
1391,"['prototype', 'correct', 'format', 'enough', 'detail', 'least', 'screen']"
1392,"['explain', 'understanding', 'access']"
1393,"['along', 'detailed', 'observation', 'answer', 'indicate', 'place', 'provide', 'information', 'result', 'tell']"
1394,"['evaluation', 'short', 'fully', 'align', 'heuristic', 'vague']"
1395,"['write', 'least', 'one', 'paragraph', 'either', 'experience', 'enter', 'transition', 'internship', 'question', 'ask', 'others', 'enter', 'transition', 'internship']"
1396,"['skip', 'content']"
1397,"['people', 'experience', 'prejudice', 'race', 'ethnicity']"
1398,"['respond', 'teammate', 'cognitive', 'style', 'reflection', 'either', 'something', 'find', 'interest', 'reflection', 'way', 'two', 'different', 'cognitive', 'style', 'way', 'two', 'alike', 'cognitive', 'style', 'sentence', 'per', 'teammate']"
1399,"['bring', 'printout', 'prototype', 'persona', 'class', 'distribute', 'around', 'room', 'final', 'design', 'gallery', 'year']"
1400,"['tentative', 'grading', 'policy']"
1401,"['example', 'submission', 'assignment']"
1402,"['download', 'complete', 'submit', 'assignment', 'template', 'google', 'doc']"
1403,"['b', 'mainstream', 'population', 'persona', 'format', 'foundation']"
1404,"['sprint', 'plan', 'integration', 'publish', 'integration', 'plan', 'team']"
1405,"['everyone', 'must', 'contribute', 'retrospective']"
1406,"['question', 'ask', 'answer', 'typical', 'stand', 'question', 'difference', 'answer', 'every', 'day', 'answer', 'asynchronously', 'instruction', 'answer', 'three', 'question', 'last', 'status', 'update', 'plan', 'next', 'status', 'update', 'anything', 'block', 'plan', 'optional', 'respond', 'teammate', 'whose', 'blocker', 'might', 'able', 'help', 'clear']"
1407,['nov']
1408,"['screen', 'new', 'one', 'every', 'change', 'screen', 'content', 'appearance', 'arrows', 'connect', 'user', 'action', 'next', 'screen', 'update', 'would', 'see']"
1409,"['substantially', 'less', 'work', 'teammate', 'multiple', 'change', 'complete', 'described', 'see', 'template']"
1410,"['example', 'user', 'suppose', 'student', 'find', 'doctor', 'observe', 'field', 'interview', 'student', 'look', 'doctor', 'specific', 'problem', 'sear', 'tooth', 'pain', 'user', 'suppose', 'individual', 'look', 'recycle', 'specific', 'item', 'observe', 'field', 'interview', 'recyclers', 'difficulty', 'find', 'right', 'venue', 'etc', 'addition', 'may', 'want', 'include', 'form', 'research', 'web', 'research', 'additional', 'concept', 'idea', 'grade', 'form', 'research']"
1411,"['think', 'app', 'would', 'call', 'ethical', 'eating', 'feel', 'free', 'find', 'good', 'name', 'please', 'contact', 'question', 'need', 'help', 'see', 'soon']"
1412,"['student', 'submission', 'gather', 'compress', 'zip', 'file', 'may', 'take', 'time', 'depend', 'size', 'number', 'submission', 'file']"
1413,"['typical', 'length', 'page', 'include', 'word', 'sketch']"
1414,"['get', 'know', 'peer', 'get', 'feedback', 'ui', 'design', 'see', 'others', 'approach', 'ui', 'design', 'give', 'ideas', 'hint', 'read', 'every', 'assignment', 'friend', 'submit', 'ask', 'team', 'feedback', 'ui', 'design', 'upload', 'document', 'discussion', 'board', 'feedback', 'friend', 'friend', 'respond', 'cognitive', 'style', 'reflection', 'respond', 'friend', 'cognitive', 'style', 'reflection', 'either', 'thing', 'find', 'interest', 'reflection', 'way', 'two', 'different', 'cognitive', 'style', 'way', 'similar', 'cognitive', 'style', 'sentence', 'per', 'friend', 'ui', 'design', 'team', 'respond', 'positive', 'comment', 'ui', 'design', 'suggestion', 'question', 'necessary', 'provide', 'picture', 'sentence', 'per', 'friend', 'necessary', 'include', 'quote', 'picture', 'friend', 'show', 'respond']"
1415,"['part', 'agile']"
1416,"['individually', 'turn', 'honest', 'assessment', 'much', 'assignment', 'use', 'quiz', 'individual', 'portion', 'project', 'installment', 'quiz']"
1417,"['previous', 'sprint', 'team', 'meeting']"
1418,"['respond', 'teammate', 'whose', 'blocker', 'may', 'able', 'eliminate']"
1419,"['specific', 'research', 'question', 'goal']"
1420,"['download', 'complete', 'assignment']"
1421,"['make', 'sure', 'prototype', 'report', 'clear', 'enough', 'help', 'understand', 'underrepresented', 'mainstream', 'user', 'use', 'app', 'prototyped']"
1422,"['b', 'list', 'least', 'user', 'story', 'names', 'format', 'set', 'obvious', 'invest', 'violation']"
1423,"['addition', 'member', 'team', 'must', 'participate', 'least', 'one', 'observation', 'interview']"
1424,"['participant', 'strongly', 'recommend', 'observe', 'conduct', 'interview', 'example', 'structure', 'meeting', 'participant', 'could', 'first', 'short', 'interview', 'minute', 'observe', 'participant', 'minute', 'another', 'interview', 'last', 'minute', 'question', 'represent', 'observe', 'another', 'option', 'contextual', 'research', 'structure', 'meeting', 'easy', 'way', 'observe', 'participant', 'watch', 'doctor', 'interview', 'session', 'last', 'least', 'minute', 'minute', 'would', 'good']"
1425,"['thank', 'ryan', 'bharat', 'parker', 'carlson', 'matthew', 'de', 'michele', 'share']"
1426,"['part', 'spike']"
1427,"['work', 'tend', 'like', 'abi', 'use', 'technology', 'accomplish', 'task', 'may', 'learn', 'new', 'technology', 'find', 'difficult', 'time', 'consume', 'hand', 'hobby', 'something', 'outside', 'job', 'like', 'explore', 'see', 'available', 'enjoy', 'try', 'something', 'new']"
1428,"['also', 'upload']"
1429,"['one', 'scrum', 'event', 'along', 'sprint', 'sprint', 'plan', 'daily', 'scrum', 'sprint', 'review', 'contrast', 'sprint', 'review', 'retrospective', 'happens', 'within', 'scrum', 'team', 'whereas', 'review', 'presentation', 'scrum', 'team', 'project', 'stakeholders', 'purpose', 'retrospective', 'team', 'identify', 'go', 'well', 'poorly', 'improve', 'next', 'sprint', 'see', 'scrum', 'guide']"
1430,"['user', 'able', 'make', 'account', 'use', 'app', 'guest']"
1431,"['next', 'extra', 'credit']"
1432,"['access', 'full', 'instruction']"
1433,"['post', 'document', 'contain']"
1434,"['sprint', 'retrospective']"
1435,"['sprint', 'plan', 'definition', 'do']"
1436,"['post', 'score', 'learning', 'mastery', 'gradebook']"
1437,"['make', 'sure', 'user', 'non', 'c', 'background']"
1438,"['show', 'code', 'read', 'write', 'file', 'good', 'measure', 'show', 'file', 'timestamps', 'change']"
1439,"['use', 'case', 'support', 'underserved', 'population', 'commitment', 'prototype', 'need', 'support', 'need', 'meaty', 'multi', 'step', 'task', 'trivial', 'one', 'step', 'thing']"
1440,"['summary', 'submit', 'team', 'submission', 'must', 'include', 'item', 'figure']"
1441,"['show', 'code', 'read', 'write', 'file', 'good', 'measure', 'show', 'timestamps', 'file', 'change']"
1442,"['description', 'sketch', 'prototype', 'use', 'case', 'scenario', 'project', 'prototype', 'support', 'detail', 'need', 'understand', 'context', 'sketch', 'example', 'paragraph']"
1443,"['whether', 'find', 'team', 'complete', 'team', 'registration', 'form']"
1444,"['need', 'java', 'script', 'enable', 'order', 'access', 'site']"
1445,['turn']
1446,"['edit', 'criterion', 'description']"
1447,"['overview', 'deploy', 'mvp']"
1448,"['question', 'feel', 'free', 'dm', 'email', 'happy', 'answer', 'question', 'discuss', 'look', 'term', 'project', 'choose']"
1449,"['part', 'quality', 'attribute']"
1450,"['also', 'suggest', 'multiple', 'team', 'member', 'participate', 'observational', 'interview', 'one', 'person', 'conduct', 'interview', 'another', 'person', 'take', 'note', 'must', 'transcribe', 'participant', 'response', 'much', 'possible']"
1451,"['also', 'need', 'turn', 'real', 'runnable', 'figma', 'prototype', 'run']"
1452,['pt']
1453,"['next', 'beta', 'learning', 'activity']"
1454,"['assignment', 'lock', 'apr']"
1455,"['provide', 'team', 'feedback', 'microservice']"
1456,"['help', 'create', 'high', 'level', 'class', 'level', 'architecture', 'diagram', 'project', 'evaluate', 'class', 'level', 'diagram', 'use', 'oo', 'design', 'principle', 'revise', 'help', 'plan', 'extensibility', 'maintainability']"
1457,"['example', 'usability', 'evaluation', 'use', 'cognitive', 'style', 'heuristic']"
1458,"['overview', 'know', 'teammate', 'microservice', 'integrate', 'individual', 'project']"
1459,"['download', 'template', 'template']"
1460,['pt']
1461,"['choose', 'top', 'three', 'preferred', 'project', 'team', 'decide', 'team']"
1462,"['answer', 'retrospective', 'question', 'sprint', 'see', 'scrum', 'guide']"
1463,"['environment', 'home', 'share', 'area', 'like']"
1464,"['app', 'interested', 'book', 'exchange', 'app']"
1465,"['äú', 'prioritize', 'persona', 'skeleton', 'äù', 'fig', 'item', 'mainstreamers']"
1466,"['point', 'approach', 'proceed', 'answer', 'question', 'detail']"
1467,"['sprint', 'contribution', 'code']"
1468,"['bunch', 'statistic', 'accomplish']"
1469,"['use', 'rubric']"
1470,"['information', 'processing', 'style', 'get', 'dozen', 'work', 'email', 'day']"
1471,"['b', 'sketch', 'beginning', 'low', 'fidelity', 'prototype', 'ie', 'sketch', 'screen', 'transition', 'diagram', 'develop', 'satisfy', 'use', 'case']"
1472,"['family', 'plan', 'mostly', 'data', 'part']"
1473,"['make', 'u', 'feel', 'like', 'know', 'personality', 'feel', 'person']"
1474,"['fill', 'highlighted', 'area']"
1475,"['start', 'project', 'design', 'user', 'interface', 'ui']"
1476,"['change', 'rubric', 'start', 'use']"
1477,['rubric']
1478,"['use', 'word', 'explain', 'useful', 'grader', 'see', 'nothing', 'clearly', 'wrong']"
1479,"['discuss', 'sprint', 'go', 'term', 'communication']"
1480,"['assignment', 'lock', 'may']"
1481,"['download', 'template']"
1482,"['already', 'team', 'one', 'person', 'team', 'need', 'submit', 'registration', 'form']"
1483,"['important', 'grade']"
1484,"['video', 'explain', 'feature', 'new', 'sprint']"
1485,"['inclusive', 'design', 'hci', 'c']"
1486,['oct']
1487,"['example', 'different', 'underserved', 'example', 'learn', 'spanish', 'use', 'first', 'time', 'something', 'real', 'use', 'read', 'short', 'document']"
1488,"['include', 'element', 'system', 'user', 'need', 'interact', 'work', 'task']"
1489,"['post', 'code', 'time', 'come', 'available']"
1490,['detail']
1491,"['download', 'model', 'model']"
1492,"['enter', 'submit', 'team', 'part', 'canvas']"
1493,"['sprint', 'team', 'meeting']"
1494,"['make', 'work', 'people', 'understand', 'use', 'software', 'without', 'many', 'mistake', 'get', 'frustrate', 'want', 'people', 'like', 'software']"
1495,[]
1496,"['use', 'appendix', 'c', 'guide', 'describe', 'mock', 'lifecycle', 'process', 'follow', 'create', 'persona', 'family', 'planning', 'lifecycle', 'phase', 'pp']"
1497,"['several', 'people', 'observe', 'several', 'different', 'thing', 'addition', 'team', 'member', 'participate', 'least', 'one', 'observation', 'interview']"
1498,"['reflect', 'usability', 'evaluation', 'finding', 'legible', 'description', 'change', 'understandable', 'one', 'sentence', 'use', 'describe', 'change', 'change', 'clearly', 'mark', 'screenshots', 'scan', 'change', 'violate', 'heuristic']"
1499,[]
1500,"['attach', 'detailed', 'observation', 'interview', 'response', 'verbal', 'non', 'verbal', 'separate', 'pdf', 'appendix']"
1501,"['hide', 'score', 'total', 'assessment', 'result']"
1502,"['mission', 'make', 'work', 'marginalize', 'population', 'mainstream', 'population', 'announce', 'class', 'software', 'project', 'reasonably', 'big', 'user', 'interface', 'fine', 'project', 'involve', 'elsewhere']"
1503,"['need', 'pick', 'two', 'slice', 'population', 'along', 'diversity', 'dimension', 'one', 'marginalize', 'current', 'software', 'one', 'probably', 'software', 'product', 'feature', 'subset', 'design', 'redesign']"
1504,"['also', 'upload']"
1505,"['facet', 'value', 'match', 'facet', 'describe', 'least', 'one', 'sentence', 'five', 'facet']"
1506,"['ground', 'rule', 'specific', 'seem', 'well', 'think', 'realistic']"
1507,"['paper', 'prototypes', 'usability', 'evaluation']"
1508,"['conception', 'early', 'gestation']"
1509,"['overview', 'status', 'update', 'course', 'equivalent', 'scrum', 'daily', 'stand']"
1510,"['implementation', 'begin']"
1511,"['also', 'may', 'want', 'include', 'form', 'research', 'search', 'web', 'additional', 'concept', 'idea', 'grade', 'form', 'research']"
1512,"['please', 'write', 'report', 'team', 'member', 'participate', 'interview', 'observation']"
1513,"['post', 'outcome', 'result', 'learn', 'mastery', 'gradebook']"
1514,"['download', 'complete', 'assignment']"
1515,"['start', 'proj', 'proj', 'final', 'persona', 'final', 'foundation', 'document', 'underserved', 'population', 'persona']"
1516,"['provide', 'git', 'hub', 'link', 'make', 'sure', 'teammate', 'reviewer', 'able', 'access']"
1517,"['several', 'sentence']"
1518,"['team', 'combine', 'ui', 'design', 'grader', 'access']"
1519,"['bring', 'print', 'prototype', 'character', 'class', 'display', 'around', 'room', 'final', 'design', 'gallery', 'year']"
1520,"['key', 'feature', 'look']"
1521,"['lack', 'quality']"
1522,"['also', 'download']"
1523,"['observation', 'interview', 'pricpe']"
1524,"['hike', 'trail']"
1525,"['sprint', 'contribution', 'code']"
1526,"['question', 'need', 'answer', 'typical', 'question', 'difference', 'answer', 'every', 'day', 'answer', 'asynchronously', 'instruction', 'answer', 'three', 'question', 'last', 'status', 'update', 'plan', 'want', 'next', 'status', 'update', 'something', 'prevents', 'plan', 'optional', 'respond', 'teammate', 'whose', 'block', 'may', 'able', 'clear']"
1527,"['modify', 'description', 'criterion']"
1528,"['identify', 'pat', 'facet', 'value', 'time']"
